customer_id,orders,total_revenue,avg_order_value,first_purchase,last_purchase,active_months,countries,customer_lifetime_days,is_repeat_customer
12428,9,7956.46,884.0511111111111,2011-03-01 09:33:00,2011-11-14 08:22:00,5,1,257,True
12429,4,3750.4,937.6,2010-12-09 12:05:00,2011-11-30 17:22:00,4,2,356,True
12430,1,256.4,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,1,1,0,False
12431,15,6487.45,432.49666666666667,2010-12-01 10:03:00,2011-11-04 11:55:00,8,2,338,True
12432,5,5059.32,1011.8639999999999,2011-06-20 13:27:00,2011-10-28 11:43:00,2,1,129,True
12433,7,13375.87,1910.8385714285716,2010-12-01 13:24:00,2011-12-09 10:02:00,5,1,372,True
12434,2,806.14,403.07,2011-03-24 13:05:00,2011-09-16 12:38:00,2,1,175,True
12435,2,7829.889999999999,3914.9449999999997,2011-03-17 07:40:00,2011-09-21 09:06:00,2,1,188,True
12436,1,509.01,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,1,1,0,False
12437,18,4951.41,275.0783333333333,2011-01-12 14:13:00,2011-12-08 11:35:00,10,1,329,True
12438,2,2906.85,1453.425,2011-07-22 13:29:00,2011-11-25 13:28:00,2,1,125,True
12441,1,173.55,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,1,1,0,False
12442,1,172.06,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,1,1,0,False
12444,5,5005.46,1001.092,2011-06-21 14:00:00,2011-11-18 13:23:00,5,1,149,True
12445,1,133.4,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,1,1,0,False
12446,1,1002.31,1002.31,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1,0,False
12447,1,476.49,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,1,1,0,False
12448,1,449.45,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,1,1,0,False
12449,4,4067.29,1016.8225,2011-06-05 15:37:00,2011-11-17 13:46:00,4,1,164,True
12450,2,197.88,98.94,2011-06-19 14:36:00,2011-07-06 14:41:00,2,1,17,True
12451,5,9035.52,1807.104,2011-01-19 09:05:00,2011-11-29 08:40:00,4,1,313,True
12452,2,430.57,215.285,2011-11-23 08:05:00,2011-11-23 10:28:00,1,1,0,True
12453,1,707.09,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,1,1,0,False
12454,1,3528.34,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,1,1,0,False
12455,6,2466.86,411.1433333333334,2011-02-16 09:56:00,2011-09-27 15:31:00,5,2,223,True
12456,3,3181.04,1060.3466666666666,2011-03-30 09:12:00,2011-10-26 14:41:00,3,1,210,True
12457,7,2363.23,337.6042857142857,2011-04-14 18:57:00,2011-10-04 13:13:00,3,2,172,True
12458,2,947.4000000000001,473.70000000000005,2011-02-28 10:55:00,2011-09-29 15:25:00,2,1,213,True
12461,2,826.88,413.44,2011-07-08 10:23:00,2011-09-06 16:57:00,2,1,60,True
12462,2,1189.5900000000001,594.7950000000001,2011-02-09 14:44:00,2011-11-21 09:11:00,2,1,284,True
12463,4,1344.78,336.195,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1,188,True
12464,8,1212.05,151.50625,2011-02-03 13:30:00,2011-11-29 13:33:00,5,1,299,True
12465,2,742.19,371.095,2011-06-23 13:37:00,2011-11-22 16:34:00,2,1,152,True
12468,2,729.5400000000001,364.77000000000004,2011-01-27 13:29:00,2011-06-05 11:36:00,2,1,128,True
12471,30,19824.05,660.8016666666666,2010-12-10 09:35:00,2011-12-07 15:43:00,12,1,362,True
12472,7,6572.110000000001,938.8728571428572,2010-12-05 14:19:00,2011-11-07 14:01:00,7,1,336,True
12473,5,3938.55,787.71,2011-06-01 10:15:00,2011-11-10 13:46:00,4,1,162,True
12474,18,7375.79,409.7661111111111,2011-01-14 10:06:00,2011-11-22 14:39:00,9,1,312,True
12475,1,723.38,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,1,1,0,False
12476,11,6816.42,619.6745454545454,2010-12-13 14:39:00,2011-11-24 12:40:00,9,1,345,True
12477,6,13219.740000000002,2203.2900000000004,2011-02-11 12:45:00,2011-11-17 09:51:00,5,1,278,True
12478,1,680.99,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,1,1,0,False
12479,1,527.2,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,1,1,0,False
12480,4,3281.63,820.4075,2011-01-07 15:27:00,2011-11-11 14:52:00,4,1,307,True
12481,10,5596.320000000001,559.6320000000001,2010-12-09 10:13:00,2011-11-17 08:29:00,7,1,342,True
12483,8,2484.98,310.6225,2011-01-04 14:20:00,2011-11-22 17:02:00,7,1,322,True
12484,6,4541.72,756.9533333333334,2011-01-07 14:04:00,2011-11-07 11:37:00,4,1,303,True
12488,3,1298.66,432.8866666666667,2011-09-25 10:34:00,2011-11-30 08:50:00,3,1,65,True
12489,1,334.93,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,1,1,0,False
12490,10,5417.93,541.793,2011-01-14 09:13:00,2011-12-04 16:07:00,8,1,324,True
12491,1,460.4,460.4,2011-11-01 12:18:00,2011-11-01 12:18:00,1,1,0,False
12492,2,263.21,131.605,2011-08-26 14:51:00,2011-10-07 15:15:00,2,1,42,True
12493,2,433.74,216.87,2011-05-26 14:53:00,2011-06-27 10:17:00,2,1,31,True
12494,7,1246.1,178.0142857142857,2010-12-09 11:31:00,2011-11-24 09:34:00,6,1,349,True
12497,1,1043.1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1,0,False
12498,3,403.7,134.56666666666666,2011-10-13 09:30:00,2011-11-18 12:53:00,2,1,36,True
12500,11,4257.82,387.07454545454544,2011-01-10 09:48:00,2011-11-16 16:20:00,7,1,310,True
12501,1,2169.39,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1,0,False
12502,5,3723.87,744.774,2011-02-03 10:41:00,2011-09-05 11:52:00,5,1,214,True
12504,2,482.04999999999995,241.02499999999998,2011-11-09 14:56:00,2011-11-21 16:02:00,1,1,12,True
12506,1,73.5,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,1,1,0,False
12507,3,1304.81,434.93666666666667,2011-02-14 09:24:00,2011-07-28 17:09:00,2,1,164,True
12508,2,398.27,199.135,2011-11-10 16:27:00,2011-11-13 15:37:00,1,1,2,True
12509,1,176.5,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,1,1,0,False
12510,2,982.5699999999999,491.28499999999997,2011-01-18 14:04:00,2011-07-20 10:15:00,2,1,182,True
12512,2,138.03,69.015,2011-10-04 14:53:00,2011-10-04 14:55:00,1,1,0,True
12513,1,612.29,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,1,1,0,False
12514,1,1017.68,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1,0,False
12515,1,383.7,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,1,1,0,False
12516,2,1312.06,656.03,2011-06-12 11:37:00,2011-09-23 09:13:00,2,1,102,True
12517,5,2502.84,500.56800000000004,2011-06-02 15:13:00,2011-11-11 14:04:00,4,1,161,True
12518,5,2056.89,411.378,2011-08-21 13:18:00,2011-12-09 10:13:00,5,1,109,True
12519,1,340.84,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,1,1,0,False
12520,5,2634.26,526.8520000000001,2011-03-11 11:35:00,2011-09-21 15:23:00,4,1,194,True
12521,1,599.68,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,1,1,0,False
12522,2,192.72,96.36,2011-10-19 14:41:00,2011-10-31 15:30:00,1,1,12,True
12523,11,1789.77,162.70636363636365,2011-01-12 09:43:00,2011-11-20 12:55:00,9,1,312,True
12524,8,4485.719999999999,560.7149999999999,2011-01-10 10:35:00,2011-11-30 15:31:00,7,1,324,True
12526,3,1316.6599999999999,438.8866666666666,2011-09-06 14:19:00,2011-12-09 12:09:00,3,1,93,True
12527,3,348.71000000000004,116.23666666666668,2011-01-18 12:05:00,2011-09-19 11:55:00,3,1,243,True
12528,6,1933.48,322.24666666666667,2011-01-31 09:05:00,2011-11-30 14:40:00,6,1,303,True
12530,4,1662.28,415.57,2011-01-07 10:04:00,2011-10-11 12:34:00,4,1,277,True
12531,1,125.22,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,1,1,0,False
12532,1,349.83000000000004,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,1,1,0,False
12534,1,1089.18,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1,0,False
12535,2,716.3499999999999,358.17499999999995,2011-06-06 12:47:00,2011-09-09 08:48:00,2,1,94,True
12536,3,12601.830000000002,4200.610000000001,2011-10-11 14:52:00,2011-10-27 14:20:00,1,1,15,True
12538,1,363.95,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,1,1,0,False
12539,4,5568.35,1392.0875,2011-01-10 09:11:00,2011-11-17 13:30:00,3,1,311,True
12540,17,13400.24,788.2494117647059,2010-12-13 09:39:00,2011-11-20 11:31:00,11,1,342,True
12541,3,981.1800000000001,327.06,2011-03-04 09:32:00,2011-11-10 10:40:00,3,1,251,True
12544,1,372.7,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,1,1,0,False
12545,2,1000.39,500.195,2011-03-25 12:04:00,2011-09-25 13:39:00,2,1,184,True
12546,2,1161.5,580.75,2011-09-23 09:44:00,2011-10-24 12:09:00,2,1,31,True
12547,2,207.8,103.9,2011-03-04 12:46:00,2011-05-26 12:38:00,2,1,82,True
12548,1,95.2,95.2,2011-06-26 15:35:00,2011-06-26 15:35:00,1,1,0,False
12550,1,964.83,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,1,1,0,False
12551,1,168.0,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,1,1,0,False
12552,2,437.82,218.91,2011-10-31 12:11:00,2011-11-01 10:02:00,2,1,0,True
12553,10,3692.2799999999997,369.22799999999995,2011-01-14 10:42:00,2011-12-01 16:38:00,9,1,321,True
12556,2,603.71,301.855,2011-07-11 13:35:00,2011-10-20 13:06:00,2,1,100,True
12557,5,11990.960000000001,2398.192,2010-12-03 12:20:00,2011-11-23 16:59:00,5,1,355,True
12558,1,269.96,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,1,1,0,False
12559,2,561.71,280.855,2011-01-24 10:12:00,2011-02-02 09:49:00,2,1,8,True
12560,3,2134.01,711.3366666666667,2011-07-19 15:55:00,2011-12-04 13:54:00,3,1,137,True
12561,1,238.85,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,1,1,0,False
12562,7,3781.74,540.2485714285714,2011-05-25 12:44:00,2011-12-01 17:20:00,7,1,190,True
12564,1,456.9,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,1,1,0,False
12565,1,145.92,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,1,1,0,False
12566,1,351.65,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,1,1,0,False
12567,10,9401.28,940.128,2010-12-05 11:57:00,2011-11-17 11:02:00,7,1,346,True
12569,32,4124.69,128.8965625,2011-04-01 13:47:00,2011-12-07 16:24:00,9,1,250,True
12571,2,519.61,259.805,2011-08-10 12:35:00,2011-10-31 10:19:00,2,1,81,True
12572,2,1020.4200000000001,510.21000000000004,2011-10-19 08:20:00,2011-12-01 09:20:00,2,1,43,True
12573,1,160.54000000000002,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,1,1,0,False
12574,1,218.45,218.45,2011-01-28 09:20:00,2011-01-28 09:20:00,1,1,0,False
12576,5,1315.83,263.166,2011-02-08 11:31:00,2011-11-04 10:11:00,5,1,268,True
12577,3,657.8,219.26666666666665,2010-12-15 16:21:00,2011-11-04 13:24:00,2,1,323,True
12578,2,2794.51,1397.255,2011-01-13 15:34:00,2011-11-18 13:30:00,2,1,308,True
12579,1,440.42,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,1,1,0,False
12580,1,415.7,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,1,1,0,False
12581,1,197.71,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,1,1,0,False
12582,2,511.36,255.68,2011-02-24 11:42:00,2011-04-15 08:45:00,2,1,49,True
12583,15,7281.38,485.42533333333336,2010-12-01 08:45:00,2011-12-07 08:07:00,12,1,370,True
12584,9,2338.15,259.7944444444445,2011-03-04 15:15:00,2011-12-06 09:35:00,8,1,276,True
12585,2,2040.1,1020.05,2010-12-23 12:58:00,2011-04-19 13:39:00,2,1,117,True
12586,1,196.94000000000003,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,1,1,0,False
12587,1,144.0,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,1,1,0,False
12588,1,214.9,214.9,2011-10-31 15:01:00,2011-10-31 15:01:00,1,1,0,False
12589,2,646.6800000000001,323.34000000000003,2011-07-18 12:05:00,2011-11-11 10:19:00,2,1,115,True
12590,2,9864.26,4932.13,2011-05-12 14:46:00,2011-05-12 14:52:00,1,1,0,True
12591,1,452.85,452.85,2011-01-26 14:35:00,2011-01-26 14:35:00,1,1,0,False
12592,2,437.6,218.8,2011-05-10 13:44:00,2011-09-08 15:04:00,2,1,121,True
12593,3,418.1,139.36666666666667,2011-05-05 09:29:00,2011-08-23 12:43:00,2,1,110,True
12594,10,3338.2200000000003,333.822,2011-01-21 09:52:00,2011-11-02 12:20:00,9,1,285,True
12596,2,618.27,309.135,2011-04-11 13:22:00,2011-10-19 13:02:00,2,1,190,True
12597,4,3811.22,952.805,2011-03-16 14:00:00,2011-11-20 13:33:00,4,1,248,True
12598,8,3023.08,377.885,2011-02-28 11:58:00,2011-11-30 12:18:00,5,1,275,True
12599,7,1032.58,147.51142857142855,2011-02-08 13:28:00,2011-11-10 13:34:00,6,1,275,True
12600,10,2599.04,259.904,2010-12-03 12:57:00,2011-11-11 10:29:00,9,1,342,True
12601,5,577.06,115.41199999999999,2011-01-11 10:38:00,2011-06-03 10:17:00,5,1,142,True
12602,1,153.12,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,1,1,0,False
12603,1,739.1999999999999,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,1,1,0,False
12604,2,254.18,127.09,2011-03-23 12:06:00,2011-09-21 14:08:00,2,1,182,True
12607,1,1579.51,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1,0,False
12609,3,1126.85,375.6166666666666,2011-01-25 15:13:00,2011-09-22 16:34:00,3,1,240,True
12610,5,2099.54,419.908,2011-08-05 13:52:00,2011-11-17 09:34:00,3,1,103,True
12611,1,1193.32,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,1,1,0,False
12612,1,704.0400000000001,704.0400000000001,2011-09-26 15:35:00,2011-09-26 15:35:00,1,1,0,False
12613,5,3344.38,668.876,2011-03-22 15:42:00,2011-10-13 14:59:00,3,1,204,True
12614,1,315.6,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,1,1,0,False
12615,4,2291.19,572.7975,2011-06-24 13:35:00,2011-12-07 15:02:00,4,1,166,True
12616,2,713.3,356.65,2011-02-15 14:17:00,2011-09-05 15:17:00,2,1,202,True
12617,1,355.53,355.53,2011-11-10 14:39:00,2011-11-10 14:39:00,1,1,0,False
12618,1,177.31,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,1,1,0,False
12619,9,3641.2400000000002,404.58222222222224,2011-03-31 13:10:00,2011-11-23 14:52:00,6,1,237,True
12620,3,1339.4099999999999,446.46999999999997,2011-05-19 12:10:00,2011-11-25 10:20:00,3,1,189,True
12621,20,13689.67,684.4835,2010-12-09 10:16:00,2011-12-08 11:25:00,12,1,364,True
12622,1,180.1,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,1,1,0,False
12623,1,305.1,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,1,1,0,False
12624,2,641.13,320.565,2011-06-15 12:34:00,2011-08-25 15:04:00,2,1,71,True
12625,2,2683.8199999999997,1341.9099999999999,2011-01-24 13:27:00,2011-05-12 09:54:00,2,1,107,True
12626,9,6620.48,735.6088888888888,2011-01-17 11:01:00,2011-11-16 16:06:00,6,1,303,True
12627,7,4478.53,639.79,2011-07-22 13:59:00,2011-11-29 12:07:00,5,1,129,True
12628,3,786.46,262.15333333333336,2011-10-06 09:28:00,2011-12-05 13:15:00,3,1,60,True
12630,2,1270.88,635.44,2011-10-27 10:41:00,2011-11-30 10:48:00,2,1,34,True
12631,1,640.5,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,1,1,0,False
12633,4,2163.98,540.995,2011-02-25 08:44:00,2011-10-12 11:40:00,4,1,229,True
12635,2,1689.1799999999998,844.5899999999999,2011-07-08 08:43:00,2011-09-11 11:04:00,2,1,65,True
12637,8,6021.900000000001,752.7375000000001,2011-01-20 10:47:00,2011-10-03 13:46:00,6,1,256,True
12638,1,671.69,671.69,2011-11-06 13:11:00,2011-11-06 13:11:00,1,1,0,False
12639,1,486.1,486.1,2011-04-15 12:48:00,2011-04-15 12:48:00,1,1,0,False
12640,3,1174.5800000000002,391.5266666666667,2011-09-19 12:01:00,2011-11-16 11:52:00,2,1,57,True
12641,1,185.9,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,1,1,0,False
12642,3,1013.26,337.75333333333333,2011-08-24 09:23:00,2011-11-14 15:03:00,3,1,82,True
12643,6,3344.6400000000003,557.44,2011-01-11 11:48:00,2011-08-03 12:56:00,4,1,204,True
12644,1,477.91,477.91,2011-08-02 10:33:00,2011-08-02 10:33:00,1,1,0,False
12645,4,1775.18,443.795,2011-01-27 13:08:00,2011-11-06 12:38:00,4,1,282,True
12646,2,1346.9699999999998,673.4849999999999,2011-10-21 12:52:00,2011-12-05 10:14:00,2,1,44,True
12647,12,3722.8199999999997,310.23499999999996,2010-12-05 14:02:00,2011-11-17 12:56:00,8,1,346,True
12648,1,318.05,318.05,2011-07-08 11:55:00,2011-07-08 11:55:00,1,1,0,False
12649,3,623.51,207.83666666666667,2011-05-11 14:37:00,2011-08-24 14:41:00,2,1,105,True
12650,1,314.44,314.44,2011-12-06 16:34:00,2011-12-06 16:34:00,1,1,0,False
12651,1,114.0,114.0,2011-01-09 12:46:00,2011-01-09 12:46:00,1,1,0,False
12652,1,919.98,919.98,2011-01-12 15:00:00,2011-01-12 15:00:00,1,1,0,False
12653,2,2209.85,1104.925,2011-02-16 10:53:00,2011-07-14 10:41:00,2,1,147,True
12654,5,601.98,120.396,2011-02-17 13:16:00,2011-11-29 10:10:00,3,1,284,True
12656,5,4051.17,810.234,2011-04-20 09:20:00,2011-11-22 13:42:00,5,1,216,True
12657,4,1643.18,410.795,2011-09-22 11:40:00,2011-11-28 15:47:00,3,1,67,True
12658,1,686.05,686.05,2011-11-21 10:22:00,2011-11-21 10:22:00,1,1,0,False
12659,1,91.68,91.68,2011-11-10 11:53:00,2011-11-10 11:53:00,1,1,0,False
12660,1,245.1,245.1,2011-11-28 13:26:00,2011-11-28 13:26:00,1,1,0,False
12662,11,3849.78,349.98,2010-12-01 13:04:00,2011-12-09 11:59:00,10,1,372,True
12664,9,4881.88,542.4311111111111,2011-01-21 11:42:00,2011-12-01 17:07:00,7,1,314,True
12665,1,63.0,63.0,2011-01-19 08:34:00,2011-01-19 08:34:00,1,1,0,False
12667,1,620.13,620.13,2011-10-12 17:00:00,2011-10-12 17:00:00,1,1,0,False
12668,4,3807.1499999999996,951.7874999999999,2010-12-19 12:46:00,2011-11-28 10:56:00,4,1,343,True
12669,3,2744.0299999999997,914.6766666666666,2011-03-28 10:15:00,2011-07-12 09:54:00,3,1,105,True
12670,5,2996.0499999999997,599.2099999999999,2011-04-21 10:16:00,2011-11-29 15:23:00,4,1,222,True
12672,1,225.9,225.9,2011-01-14 09:20:00,2011-01-14 09:20:00,1,1,0,False
12673,2,610.52,305.26,2011-01-17 11:46:00,2011-12-04 13:55:00,2,1,321,True
12674,4,1970.6,492.65,2011-05-16 09:10:00,2011-11-01 12:12:00,4,1,169,True
12676,6,1331.39,221.89833333333334,2011-02-01 15:41:00,2011-11-15 12:25:00,6,1,286,True
12678,12,17628.46,1469.0383333333332,2010-12-21 11:00:00,2011-10-28 13:04:00,9,1,311,True
12679,4,1113.02,278.255,2011-03-01 12:26:00,2011-10-12 12:30:00,4,1,225,True
12680,4,862.81,215.7025,2011-08-18 15:44:00,2011-12-09 12:50:00,3,1,112,True
12681,22,13787.539999999999,626.7063636363636,2010-12-07 10:08:00,2011-11-25 11:33:00,10,1,353,True
12682,31,12288.22,396.3941935483871,2010-12-03 13:59:00,2011-12-06 10:00:00,13,1,367,True
12683,15,8476.57,565.1046666666666,2010-12-09 10:37:00,2011-12-05 16:31:00,9,1,361,True
12684,7,2283.63,326.23285714285714,2011-05-10 12:55:00,2011-12-02 09:53:00,5,1,205,True
12685,6,2863.08,477.18,2011-09-07 10:28:00,2011-11-11 13:46:00,3,1,65,True
12686,1,89.14,89.14,2010-12-03 09:51:00,2010-12-03 09:51:00,1,1,0,False
12688,1,4873.81,4873.81,2011-08-18 08:49:00,2011-08-18 08:49:00,1,1,0,False
